Jasmine	Jasminum species	0
Jewel Orchid	Haemaria discolor	0
Joseph's Coat	Iresine herbstii	0
Jungle Geranium	Ixora javanica	0
Kaempferia	Kaempferia spp.	0
Kahali Ginger	Hedychium gardnerianum	0
Kenilworth Ivy	Cymbalaria muralis	0
Kentia Palm	Howea forsteriana	0
Kenya Violet	Saintpaulia confusa	0
Kharoub	Ceratonia siliqua	0
King and Queen Fern	Asplenium bulbiferum	0
King Nut	Carya laciniosa	0
King of the Forest	Anoectuchilus setaceus	0
Kuang-yen-pa-hsieh	Smilax glabra	0
Lace Flower Vine	Episcia dianthiflora	0
Lace Orchid	Odontoglossum crispum	0
Ladies Ear Drops	Fuschsia spp.	0
Lady Lou	Episcia reptans	0
Lady Palm	Rhapis flabelliformus	0
Lady Slipper	Impatiens spp.	0
Lagerstroemia Indica	Lagerstroemia indica	0
Lance Pleomele	Draceana spp.	0
Laurel-Leaved Greenbrier	Smilax laurifolia	0
Leather Peperomia	Peperomia crassifolia	0
Lemon Balm	Melissa officinalis	0
Leopard Orchid	Dendrobium gracilicaule	0
Lesser Snapdragon	Antirrhinum orontium	0
Lily of the Valley Orchid	Odontoglossum pulchellum	0
Linden	Tilia americana	0
Lipstick Plant	Aeschynanthus humilis	0
Little Fantasy Peperomia	Peperomia caperata	0
Little Zebra Plant	Haworthia subfasciata	0
Living Rock Cactus	Pleiospilos bolusii	0
Living Stones	Lithops naureeniae	0
Loco Weed	Oxytropis spp.	0
Locust Pods	Ceratonia siliqua	0
Madagascar Jasmine	Stephanotis floribunda	0
Magnolia Bush	Magnolia stellata	0
Mahonia	Mahonia aquifolium	0
Majesty Palm	Ravenea rivularis	0
Malabar Gourd	Cucurbita ficifolia	0
Manila Palm	Veitchia merrillii	0
Maranta	Calathea insignis	0
Marbled Fingernail	Neoregelia spectabilis	0
Mariposa Lily	Calochortus gunnisonii	0
Maroon	Echeveria multicaulis	0
Maroon Chenille Plant	Echeveria derenbergii	0
Mary-Bud	Calendula officinalis	0
Measles Plant	Acantha	0
Metallic Peperomia	Peperomia caperata	0
Mexican Firecracker	Echeveria Pulinata	0
Mexican Rosettes	Echevaria	0
Mexican Snowballs	Echevaria	0
Miniature Date Palm	Phoenix robellinii	0
Miniature Fish Tail	Chamaedorea elegans	0
Miniature Maranta	Calathea micans	0
Miniature Marble Plant	Neoregelia spectabilis	0
Mistletoe Cactus	Rhipsalis cassutha	0
Mockernut Hickory	Carya tomentosa	0
Money Tree	Pachira aquatica	0
Mosaic Plant	Bertolonia mosaica	0
Mosaic Vase	Guzmania musaica	0
Moss Agate	Episcia reptans	0
Moss Campion	Silene acaulis	0
Moss Fern	Selaginella kraussiana	0
Moss Phlox	Phlox subulata	0
Mossy Campion	Silene acaulis	0
Mother Fern	Asplenium bulbiferum	0
Mother of Pearl	Secum weinbergii	0
Mother Spleenwort	Asplenium bulbiferum	0
Mountain Camellia	Stewartia ovata	0
Mountain Grape	Mahonia aquifolium	0
Mulberry Bush Greenbrier	Smilax sp.	0
Mulberry Tree	Morus sp.	0
Musa Paradisiaca	Musa acuminata	0
Muscari Armeniacum	Muscari armeniacum	0
Muskmelon	Cucumis melo	0
Nasturtium	Tropaeolum majus	0
Natal Plum	Carissa grandiflora	0
Neanthe Bella Palm	Chamaedorea elegans	0
Nematanthus spp.	Hypocyrta nummularia	0
Neoregelia	Neoregalia spp.	0
Nerve Plant	Fittonia verschaffeltii	0
Night Blooming Cereus	Hylocereus undatus	0
Old Man Cactus	Cephalocereus senilis	0
Old World Orchid	Bulbophyllum appendiculatum	0
Orange Star	Guzmania lingulata minor	0
Oregon Grape	Mahonia aquifolium	0
Ossifragi Vase	Neoregalia spp.	0
Paddys Wig	Soleirolia soleirolii	0
Painted Lady	Echeveria multicaulis	0
Pampas Grass	Cortaderia selloana	0
Panamiga	Pilea involucrata	0
Pansy Orchid	Miltonia roezlii alba	0
Paradise Palm	Howea forsteriana	0
Parlor Palm	Chamaedorea elegans	0
Parsley Fern	Asplenium bulbiferum	0
Patient Lucy	Impatiens spp.	0
Patient Plant	Impatiens spp.	0
Peacock Plant	Kaempferia	0
Pearl Plant	Haworthia margaritifera	0
Pearly Dots	Haworthia margaritifera	0
Peperomia Hederifolia	Peperomia griseoargentea	0
Peperomia Peltfolia	Peperomia peltifolia	0
Peperomia Rotundifolia	Peperomia rotundifolia	0
Peperomia Sandersii	Peperomia sandersii	0
Pepper Face	Peperomia obtusifolia	0
Persian Violet	Exacum affine	0
Peruvian Lily	Alstroemeria	0
Petunia	Petunia species	0
Phalaenopsis Orchid	Phalaenopsis sp.	0
Pheasant Plant	Cryptanthus zonatus	0
Piggy Back Plant	Tolmeia menziesii	0
Pignut Hickory	Carya glabra	0
Pilea Microphylla	Pilea microphylla	0
Pilea Mucosa	Pilea microphylla	0
Pincushion Flower	Leucospermum incisum	0
Pink Brocade	Episcia cultivar	0
Pink Splash	Hypoestes phyllostachya	0
Pink Starlite	Cryptanthus bivattus minor	0
Pirliteiro	Crataegus species	0
Pitaya	Hylocereus undatus	0
Plantanus Occidentalis	Plantanus occidentalis	0
Platinum Peperomia	Peperomia griseoargentea	0
Platycerium Alcicorne	Platycerium alcicorne	0
Plumbago Larpentiae	Ceratostigma larpentiae	0
Plush Plant	Echeveria pul-oliver	0
Poison Ivy	Toxicodendron species	0
Poison Oak	Toxicodendron species	0
Poison Sumac	Toxicodendron species	0
Polka Dot Plant	Hypoestes phyllostachya	0
Polystichum Falcatum	Cyrtomium falcatum	0
Pony Tail	Beaucarnea recurvata	0
Porcelain Flower	Hoya carnosa 'krinkle kurl'	0
Pot Marigold	Calendula officinalis	0
Prairie Lily	Zephyranthes drummondii	0
Prayer Plant	Calathea insignis	0
Prostrate Coleus	Plectranthus oetendahlii	0
Pupleosier Willow	Salix purpurea	0
Purple Baby Tears	Frithia pulchra	0
Purple Passion Vine	Gynura aurantica	0
Purple Velvet Plant	Gynura aurantica	0
Purple Waffle Plant	Hemigraphis exotica	0
Queencup	Clintonia uniflora	0
Queens Spiderwort	Dichorisandra reginae	0
Queensland Arrowroot	Canna edulis	0
Rabbits Foot Fern	Davallia spp.	0
Rainbow Orchid	Epidendrum prismatocarpum	0
Red African Violet	Episcia reptans	0
Red Berried Greenbrier	Smilax walteria	0
Red Edge Peperomia	Peperomia clusiifolia	0
Red Hawthorne	Crataegus species	0
Red Maple	Acer rubrum	0
Red Palm Lily	Cordyline rubra	0
Red Veined Prayer	Calathea insignis	0
Reed Palm	Chamaedorea elegans	0
Resurrection Lily	Kaempferia	0
Rhynchophorum	Peperomia obtusifolia	0
Ribbon Plant	Chlorophytum comosum	0
Roosevelt Fern	Nephrolepis biserrata	0
Rose	Rosa Species	0
Rose of China	Hibiscus syriacus	0
Rose of Sharon	Hibiscus syriacus	0
Rosemary	Rosmarinus officinalis	0
Russian Knapweed	Centaurea repens	0
Russian Olive	elaeagnus species	0
Saffron Spike Zebra	Aphelandra squarrosa	0
Sage	Salvia officinalis	0
Saint Bernards Lily	Anthericum liliago	0
Salad Burnet	Poterium sanguisorba	0
Sand Lily	Leucocrinum montanum	0
Sand Verbena	Abronia fragrans	0
Satin Pellionia	Pellonia pulchra	0
Savory	Satureja hortensis	0
Sawbrier	Smilax glauca	0
Scabious	Leucospermum incisum	0
Scarborough Lily	Vallota speciosa	0
Scarlet Orchid	Epidendrum tampense	0
Scarlet Sage	Salvia coccinea	0
Sego Lily	Calochortus gunnisonii	0
Shagbark Hickory	Carya laciniosa	0
Shan Ku'ei-lai	Smilax glabra	0
Shellbark Hickory	Carya laciniosa	0
Shrimp Cactus	Schlumbergera russelliana	0
Silver Bell	Halesia carolina	0
Silver Berry	elaeagnus species	0
Silver Heart	Peperomia caperata	0
Silver Pink Vine	Hoya publcalyx	0
Silver Star	Cryptanthus lacerdae	0
Silver Table Fern	Pteris sp.	0
Silver Tree Anamiga	NONE LISTED	0
Slender Deutzia	Deutzia gracilis	0
Small Fruited Hickory	Carya glabra	0
Smilax Tamnoides Vas	Smilax hispida	0
Speckled Wood Lily	Clintonia umbelluata	0
Spice Orchid	Epidendrum atropurpeum	0
Spice Orchid	Epidendrum ibaguense	0
Spider Flower	Cleome hasserlana	0
Spider Ivy	Chlorophytum comosum	0
Spider Plant	Chlorophytum comosum	0
Star Jasmine	Trachelospermum jasminoides	0
Star Lily	Leucocrinum montanum	0
Star Plant	Cryptanthus bivattus minor	0
Stevia	Stevia rebaudiana	0
Strawberry	Fragaria spp.	0
Striped Blushing	Neoregalia spp.	0
Sudan Grass	Sorghum vulgare var sudanesis	0
Sugar Pods	Ceratonia siliqua	0
Sulfur Flower	Eriogonium umbellatum	0
Summer Hyacinth	Galtonia spp.	0
Sunflower	helianthus angustifolius	0
Swamp Sunflower	helianthus angustifolius	0
Swedish Ivy	Plectranthus australis	0
Sweet Pea	Lathyrus latifolius	0
Sweet Potato Vine	Ipomoea batatas	0
Sweetheart Hoya	Hoya kerrii	0
Sword Fern	Nephrolepis biserrata	0
Tailed Orchid	Masdevallia spp.	0
Tall Feather Fern	Nephrolepis biserrata	0
Tall Mahonia	Mahonia aquifolium	0
Tangerine Impatience	Impatiens spp.	0
Teasel Gourd	Cucumis dipsaceus	0
Texas Sage	Salvia coccinea	0
Thea Japonica	Camellia japonica	0
Thimble Cactus	Mammillaria fragilis	0
Thorn Apple	Crataegus douglasii	0
Thyme	Thymus vulgaris	0
Ti hu-ling	Smilax glabra	0
Tickseed	Coreopsis californica	0
Tiger Orchid	Haemaria discolor	0
Toad Spotted Cactus	Stapelia variegata	0
Torch Lily	Kniphofia	0
Tous-les-mois	Canna edulis	0
Trailing Peperomia	Peperomia prostata	0
Tree Cactus	Opuntia species	0
Tree Gloxinia	Kohleria lindeniana	0
Tropical Moss	Selaginella kraussiana	0
True Cantaloupe	Cucumis melo	0
Tu Fu-Ling	Smilax glabra	0
Tulip Poplar	Liriodendron tulipifera	0
Turban Squash	Cucurbita maxima cv turbaniformis	0
Turf Lily	Liriope muscari	0
Umbrella Plant	Eriogonium umbellatum	0
Urbinia Agavoides	Echeveria elegans	0
Usambara Violet	Santpaulia confusa	0
Variegated Wax Plant	Echeveria sp.	0
Velvet Plant	Gynura aurantica	0
Venus Fly Trap	Dionaea muscipula	0
Verona Fern	Nephrolepis biserrata	0
Verona Lace Fern	Nephrolepis biserrata	0
Vining Peperomia	Peperomia serpens variegata	0
Violet Slipper Gloxinia	Sinningia speciosa	0
Waffle Plant	Hemigraphis exotica	0
Walking Anthericum	Chlorophytum comosum	0
Washington Hawthorn	Crataegus species	0
Water Hickory	Carya aquatica	0
Water Hyacinth	Eichhornia crassipes	0
Watermelon Begonia	Peperomia argyreia	0
Watermelon Peperomia	Peperomia argyreia	0
Watermelon Pilea	Pilea cadieri	0
Wax Plant	Hoya carnosa 'krinkle kurl'	0
Wax Rosette	Echeveria gilva	0
Weeping Bottlebrush	Callistemon species	0
Weeping Sargent Hemlock	Tsuga species	0
Weisdornbluten	Crataegus species	0
West Indian Gherkin	Cucumis anguria	0
Western Sword	Ploystichum munitum	0
White Edged Swedish Ivy	Plectranthus australis	0
White Ginger	Hedychium coronarium	0
White Heart Hickory	Carya tomentosa	0
Whitman Fern	Nephrolepis biserrata	0
Wild Buckwheat	Eriogonium umbellatum	0
Wild Hyacinth	Dichelostemma pulchellum	0
Wild Lantana	Abronia fragrans	0
Wild Sasparilla	Smilax glauca	0
Wild Strawberry	Fragaria	0
Willow Herb	Epilobium angustifolium	0
Windmill Palm	Trachycarpus fortunei	0
Winter Cattleya	Cattleya trianaei	0
Withered Snapdragon	Anthirrhinum multiflorum	0
Woolflower	Celosia cristata	0
Yellow Bloodleaf	Iresine herbstii	0
Yellow Palm	Dypsis lutescens	0
Yellow-Flowered Gourd	Cucurbita species	0
Yellowrocket	Barbarea vulgaris	0
Yorba Linda	Peperomia rotundifolia	0
Zebra Haworthia	Haworthia fasciata	0
Zinnia	Zinnia species	0
Zucchini Squash	Cucurbia pepo cv zucchini	0
